Time (s),Amplitude
31.34013057,0
31.35575891,1430
31.35575891,0
31.37138820,1465
31.37138820,0
31.38701725,1437
31.40264797,0
31.41394305,1459
31.42574692,0
31.43574691,1456
31.44621277,0
31.45293307,1466
31.46578074,0
31.47514367,1456
31.48073220,0
31.49389720,1491
31.49811435,0
31.51565289,1495
31.52608466,0
31.53197455,1488
31.54596853,0
31.54786348,1553
31.56520915,0
31.57425499,1535
31.58150482,0
31.59523630,1570
31.60523748,0
31.61323714,1565
31.62523913,0
31.63523817,1587
31.64523911,0
31.65323949,1535
31.66524148,0
31.67524290,1579
31.68524265,0
31.69388723,1569
31.70539856,0
31.71539950,1583
31.72540045,0
31.73340058,1506
31.74540138,0
31.75540280,1521
31.76540327,0
31.77340698,1584
31.78540444,0
31.79540658,1535
31.80540586,0
31.81340694,1535
31.82581186,0
31.83581138,1535
31.84580946,0
31.85380816,1558
31.86580968,0
31.87580848,1510
31.88559341,0
31.89380836,1535
31.90580940,0
31.91581130,1529
31.92572141,0
31.93380809,1519
31.94580913,0
31.95387125,1717
31.96580911,0
31.97581148,1735
31.98580956,0
31.99380827,1510
32.00504112,0
32.01581192,1535
32.02580929,0
32.03380823,1535
32.04555726,0
32.05581117,1416
32.06580925,0
32.07350945,1493
32.08580923,0
32.09581137,1425
32.10552478,0
32.11380816,1419
32.12580919,0
32.13581109,1395
32.14380813,0
32.15561724,1427
32.16561794,0
32.17361951,1425
32.18561888,0
32.19562006,1431
32.20561957,0
32.21362042,1426
32.22562242,0
32.23362255,1370
32.24562383,0
32.25362468,1361
32.26562738,0
32.27562690,1360
32.28562641,0
32.29362702,1319
32.30562758,0
32.31562829,1327
32.32562995,0
32.33362985,1279
32.34525013,0
32.35625076,1328
32.36525059,0
32.37325478,1328
32.38525414,0
32.39525270,1330
32.40525413,0
32.41325593,1210
32.42325640,0
32.43581080,1167
32.44581056,0
32.45380759,1202
32.46580911,0
32.47581077,1225
32.48580456,0
32.49380326,1216
32.50546098,0
32.51581144,1183
32.52511144,0
32.53581071,1213
32.54576540,0
32.55380797,1177
32.56561494,0
32.57606888,1154
32.58580899,0
32.59337544,1139
32.60537577,0
32.61581063,1153
32.62538958,0
32.63380766,1109
32.64539504,0
32.65532947,1120
32.66533017,9
32.67387867,1010
32.68580842,7
32.69574165,1059
32.70428181,10
32.71328664,1071
32.72581601,14
32.73581076,1072
32.74558711,19
32.75380707,974
32.76527596,28
32.77589297,989
32.78580928,39
32.79354239,966
32.80519605,57
32.81519437,943
32.82519794,69
32.83319831,946
32.84519792,75
32.85620332,912
32.86520076,80
32.87420058,905
32.88520074,91
32.89320111,868
32.90620303,103
32.91320395,883
32.92520285,106
32.93520403,866
32.94520521,112
32.95320630,830
32.96520805,116
32.97520852,839
32.98581004,123
32.99380636,811
33.00580859,143
33.01581001,760
33.02567053,149
33.03380704,732
33.04532170,167
33.05609727,720
33.06564403,176
33.07363296,752
33.08580971,195
33.09527731,737
33.10593677,208
33.11393332,722
33.12558150,215
33.13577127,695
33.14623547,234
33.15380764,706
33.16581178,237
33.17554045,687
33.18580914,251
33.19319224,671
33.20584846,257
33.21580958,629
33.22580957,272
33.23380685,628
33.24550581,283
33.25550413,624
33.26550651,293
33.27350855,634
33.28550577,316
33.29550648,613
33.30550885,321
33.31350899,592
33.32550859,323
33.33551097,529
33.34551096,339
33.35351086,503
33.36551142,345
33.37551236,496
33.38251495,369
33.39551759,506
33.40567374,375
33.41580915,528
33.42332077,389
33.43580914,496
33.44597173,399
33.45562959,484
33.46380734,406
33.47558832,491
33.48580885,422
33.49528933,439
33.50380731,464
33.51561570,446
33.52512693,490
33.53517818,435
33.54380679,511
33.55588841,346
33.56580901,551
33.57518649,347
33.58380651,592
33.59583998,320
33.60583973,656
33.61583972,286
33.62313342,688
33.63520622,246
33.64579344,721
33.65579748,215
33.66379619,757
33.67579675,171
33.68579769,781
33.69579840,111
33.70379806,833
33.71579885,108
33.72605419,884
33.73605561,82
33.74405479,921
33.75605679,70
33.76605701,955
33.77605796,48
33.78405929,985
33.79506087,0
33.80606198,1006
33.81572819,0
33.82380629,1040
33.83580732,0
33.84580946,1067
33.85249686,0
33.86383605,1104
33.87580729,0
33.88580918,1127
33.89580727,0
33.90380597,1154
33.91580725,0
33.92580891,1200
33.93580723,0
33.94335866,1234
33.95580721,0
33.96580911,1235
33.97580719,0
33.98380589,1280
33.99580717,0
34.00576997,1281
34.01580739,0
34.02380610,1301
34.03580713,0
34.04580903,1317
34.05580735,0
34.06380606,1329
34.07580853,0
34.08525229,1367
34.09580326,0
34.10380602,1360
34.11531115,0
34.12581038,1382
34.13380599,0
34.14580941,1382
34.15600491,0
34.16380596,1446
34.17527056,0
34.18580914,1491
34.19580674,0
34.20380592,1503
34.21580696,0
34.22380662,1521
34.23580694,0
34.24382138,1515
34.25580788,0
34.26580906,1505
34.27558041,0
34.28380609,1535
34.29580736,0
34.30580950,1569
34.31380868,0
34.32380652,1577
34.33580709,0
34.34580898,1583
34.35580707,0
34.36380577,1584
34.37605000,0
34.38580918,1594
34.39580703,0
34.40378451,1616
34.41578341,0
34.42529726,1605
34.43529677,0
34.44393015,1626
34.45584393,0
34.46584392,1607
34.47584486,0
34.48384547,1611
34.49584889,0
34.50584841,1597
34.51584768,0
34.52384853,1637
34.53584933,0
34.54585123,1617
34.55585265,0
34.56385207,1630
34.57585168,0
34.58585334,1659
34.59385395,0
34.60385346,1589
34.61553454,0
34.62537241,1622
34.63580656,0
34.64381480,1632
34.65581512,0
34.66581416,1595
34.67522717,0
34.68354869,1531
34.69554806,0
34.70555830,1580
34.71554947,0
34.72355318,1579
34.73555040,0
34.74555063,1621
34.75556326,0
34.76355267,1612
34.77555370,0
34.78555441,1629
34.79555559,0
34.80355501,1591
34.81580663,0
34.82580853,1573
34.83580661,0
34.84380555,1631
34.85580683,0
34.86580873,1616
34.87557220,0
34.88383508,1570
34.89580631,0
34.90534234,1527
34.91580629,0
34.92380524,1384
34.93580627,0
34.94580865,1479
34.95580626,0
34.96380544,1437
34.97580600,0
34.98580813,1455
34.99580598,0
35.00380516,1497
35.01580596,0
35.02580810,1484
35.03580618,0
35.04380488,1488
35.05580616,0
35.06580806,1456
35.07580686,0
35.08380508,1442
35.09580636,0
35.10580945,1419
35.11580610,0
35.12381220,1360
35.13580632,0
35.14580798,1322
35.15498161,0
35.16383457,1345
35.17580605,0
35.18580818,1398
35.19518304,0
35.20407963,1281
35.21551418,0
35.22508550,1282
35.23561144,0
35.24338174,1247
35.25503540,0
35.26543856,1283
35.27568436,0
35.28380489,1210
35.29580593,0
35.30599165,1201
35.31580591,0
35.32364106,1211
35.33569121,0
35.34229350,1163
35.35594702,0
35.36380196,1187
35.37545943,0
35.38580894,1191
35.39525056,0
35.40390182,1139
35.41580606,0
35.42517757,1151
35.43504429,1
35.44380522,1104
35.45521212,2
35.46595979,1077
35.47580695,10
35.48380470,1080
35.49580622,16
35.50580812,1043
35.51566601,16
35.52330756,1078
35.53580618,23
35.54580784,1067
35.55581069,34
35.56380439,1081
35.57582593,39
35.58582616,1011
35.59599304,48
35.60399389,969
35.61599541,64
35.62299609,961
35.63599825,80
35.64399886,944
35.65599918,84
35.66600037,898
35.67600083,91
35.68400168,910
35.69600224,99
35.70600367,891
35.71600389,111
35.72400379,873
35.73400378,121
35.74600601,880
35.75600672,128
35.76600862,857
35.77400827,131
35.78500628,833
35.79512572,131
35.80612898,816
35.81312656,146
35.82512808,806
35.83512831,160
35.84613180,797
35.85312915,175
35.86513138,767
35.87513113,183
35.88580656,750
35.89380407,192
35.90580630,709
35.91580653,207
35.92365360,707
35.93576503,215
35.94591522,651
35.95641994,219
35.96380424,660
35.97547054,241
35.98572111,641
35.99564648,256
36.00337315,658
36.01580667,262
36.02602625,664
36.03567672,271
36.04380441,624
36.05580616,276
36.06581211,627
36.07581234,284
36.08381200,593
36.09581470,306
36.10581374,589
36.11381602,305
36.12581635,581
36.13581800,326
36.14581776,574
36.15382051,337
36.16581964,534
36.17581940,364
36.18582273,550
36.19382119,359
36.20582199,544
36.21582294,372
36.22608137,497
36.23400545,374
36.24580646,663
36.25557923,397
36.26580715,492
36.27380419,407
36.28565979,490
36.29580617,439
36.30549479,448
36.31380057,481
36.32580614,430
36.33541226,497
36.34580660,383
36.35406446,560
36.36580682,368
36.37504792,594
36.38536787,320
36.39380407,626
36.40580606,288
36.41580629,672
36.42580748,247
36.43380404,711
36.44531751,179
36.45580626,723
36.46580577,141
36.47341371,768
36.48578572,114
36.49615836,827
36.50580764,125
36.51380348,880
36.52580547,93
36.53523540,896
36.54580545,25
36.55370212,944
36.56516051,19
36.57516003,986
36.58516192,7
36.59516430,1019
36.60516620,0
36.61416531,1039
36.62617040,0
36.63616800,1074
36.64516521,0
36.65316772,1088
36.66516685,0
36.67416692,1141
36.68516898,0
36.69516921,1154
36.70517135,0
36.71317244,1199
36.72517180,0
36.73605990,1234
36.74505854,0
36.75406003,1263
36.76506066,0
36.77606225,1295
36.78606391,0
36.79406476,1307
36.80506563,0
36.81606460,1327
36.82606649,0
36.83406782,1353
36.84506679,0
36.85606766,1369
36.86506820,0
36.87406850,1386
36.88506985,0
36.89607239,1408
36.90573215,0
36.91380334,1418
36.92580438,0
36.93580627,1429
36.94580436,0
36.95380306,1447
36.96580410,0
36.97528648,1499
36.98580408,0
36.99380302,1483
37.00502872,0
37.01580596,1499
37.02580428,0
37.03380299,1513
37.04580402,0
37.05580616,1489
37.06580019,0
37.07380295,1498
37.08580470,0
37.09580636,1570
37.10580540,0
37.11380935,1586
37.12580371,0
37.13580585,1594
37.14433622,0
37.15333486,1607
37.16580415,0
37.17580175,1626
37.18580413,0
37.19380307,1617
37.20580411,0
37.21580601,1587
37.22581553,0
37.23381591,1431
37.24581623,0
37.25581837,1593
37.26581764,0
37.27381825,1615
37.28581929,0
37.29582095,1638
37.30582142,0
37.31382442,1534
37.32582474,0
37.33382511,1594
37.34582591,0
37.35582757,1616
37.36582637,0
37.37382698,1637
37.38582778,0
37.39582944,1631
37.40583158,0
37.41383433,1601
37.42582989,0
37.43583202,1612
37.44597387,0
37.45332670,1658
37.46532845,0
37.47580576,1610
37.48539996,0
37.49380279,1616
37.50580359,0
37.51580644,1609
37.52370238,0
37.53535938,1626
37.54570937,0
37.55580544,1585
37.56380272,0
37.57555437,1654
37.58570480,0
37.59312654,1618
37.59312654,0
37.60875440,1629
37.62438488,0
37.62438488,1523
37.64001393,0
37.64001393,1584
37.65564394,0
37.67127323,1587
37.67127323,0
37.68690205,1520
37.70253921,0
37.70253921,1573
37.71816301,0
37.73379230,1270
37.73379230,0
37.74941945,1475
37.76505089,0
37.76505089,1446
37.78569221,0
37.79402018,1503
37.80389071,0
37.80389071,1456
37.81973505,0
37.83639550,1419
37.84240985,0
37.85355496,1381
37.86031938,0
37.87133026,1396
37.88564229,0
37.89191556,1381
37.90315342,0
37.90315342,1411
37.92401242,0
37.92401242,1291
37.94253635,0
37.95259547,1245
37.95259547,0
37.96998000,1251
37.98557019,0
37.98716784,1216
38.00373721,0
38.00373721,1227
38.02047825,0
38.03610682,1278
38.03610682,0
38.05339098,1270
38.05339098,0
38.06901693,1227
38.08464694,0
38.08464694,1125
38.10279012,0
38.10279012,1137
38.12032866,0
38.13595700,1137
38.13595700,0
38.15415096,1057
38.15572119,3
38.17057109,1153
38.18618035,0
38.18632317,1131
38.20558929,4
38.20890117,1107
38.22317839,6
38.23318887,1139
38.23318887,13
38.24882340,1017
38.26445079,16
38.26445079,1040
38.28008175,16
38.29571223,1079
38.29571223,30
38.31134081,958
38.31134081,30
38.32697129,992
38.34473038,42
38.34473038,994
38.36036110,49
38.37598944,966
38.37598944,58
38.39339495,939
38.40255880,80
38.40255880,854
38.41819668,80
38.43381882,861
38.43381882,92
38.45601225,910
38.45907855,103
38.46916413,784
38.48580980,107
38.49406934,880
38.50188398,114
38.50188398,849
38.52516818,115
38.53429008,829
38.54532528,133
38.55605698,818
38.56605601,144
38.57385993,845
38.58614373,139
38.59614515,816
38.60540962,153
38.61340880,795
38.62540722,170
38.63365006,762
38.63365006,187
38.65068793,750
38.65068793,193
38.66631508,734
38.68555045,207
38.69017911,685
38.70547438,227
38.71552944,668
38.72570348,235
38.73370504,612
38.73701382,241
38.75608611,666
38.76598048,255
38.77168584,656
38.78549290,267
38.79548645,639
38.79869938,274
38.79869938,626
38.81431794,286
38.83356833,569
38.83356833,295
38.85342526,531
38.86251879,302
38.86251879,576
38.87814975,313
38.89377928,565
38.89377928,323
38.90940714,504
38.92503619,336
38.92503619,479
38.94066715,343
38.94066715,455
38.95629597,362
38.97192502,486
38.97192502,368
38.98755479,481
39.00318432,379
39.00318432,482
39.01881456,383
39.03444839,451
39.03444839,393
39.05225110,451
39.05225110,422
39.07570457,445
39.08411145,448
39.08889008,451
39.10263515,489
39.10263515,394
39.11886191,525
39.13521981,363
39.13934064,555
39.15277171,325
39.15277171,603
39.16823936,314
39.18335152,641
39.18534970,239
39.20178819,666
39.20178819,201
39.21865582,710
39.23428464,173
39.23428464,754
39.24991417,179
39.26554418,795
39.26554418,161
39.28319049,827
39.28941965,121
39.30187058,870
39.30187058,82
39.31750202,906
39.33312845,69
39.33312845,929
39.34875941,25
39.36438799,967
39.36811781,14
39.38404560,1001
39.38569021,0
39.40146136,1037
39.40146136,0
39.41898417,1050
39.43323088,0
39.43971658,1082
39.45114851,0
39.45114851,1120
39.46863580,0
39.48454165,1141
39.48454165,0
39.50364590,1175
39.50660801,0
39.51803279,1207
39.53509760,0
39.53509760,1206
39.55529022,0
39.55703187,1221
39.56879616,0
39.58409548,1289
39.58873749,0
39.60564590,1328
39.61532807,0
39.62380099,1328
39.63559532,0
39.64559579,1342
39.65580845,0
39.66380048,1395
39.67580199,0
39.68580556,1413
39.69414639,0
39.70380378,1449
39.71576047,0
39.72580361,1497
39.73580146,0
39.74380040,1486
39.75580215,0
39.76571631,1507
39.77580190,0
39.78337121,1457
39.79580116,0
39.80601907,1461
39.81602216,0
39.82380080,1513
39.83580208,0
39.84580350,1520
39.85580158,0
39.86380005,1535
39.87580109,0
39.88519144,1499
39.89580250,0
39.90393281,1535
39.91558409,0
39.92559052,1531
39.93523598,0
39.94380021,1529
39.95588708,0
39.96588850,1535
39.97388816,0
39.98389006,1582
39.99588919,0
40.00589395,1587
40.01589537,0
40.02389169,1642
40.03589773,0
40.04589558,1629
40.05589557,0
40.06389475,1584
40.07589555,0
40.08589768,1600
40.09589720,0
40.10389924,1625
40.11590028,0
40.12590003,1651
40.13590121,0
40.14390135,1605
40.15590096,0
40.16590595,1639
40.17590332,0
40.18590522,1642
40.19590473,0
40.20390558,1658
40.21590662,0
40.22590780,1627
40.23590994,0
40.24379992,1662
40.25580120,0
40.26527572,1616
40.27580070,0
40.28377104,1617
40.29580092,0
40.30557847,1571
40.31523085,0
40.32377052,1584
40.33580089,0
40.34559155,1573
40.35389423,0
40.36380291,1554
40.37580061,0
40.38519287,1598
40.39580083,0
40.40349078,1607
40.41514301,0
40.42614269,1587
40.43593526,0
40.44372463,1533
40.45565486,0
40.46609950,1519
40.47580051,0
40.48379993,1529
40.49580097,0
40.50575995,1469
40.51542306,0
40.52342200,1504
40.53594780,0
40.54580379,1475
40.55542707,0
40.56379986,1419
40.57575178,0
40.58566236,1435
40.59566426,0
40.60366940,1411
40.61568022,0
40.62580347,1402
40.63468266,0
40.64380264,1415
40.65592647,0
40.66592550,1411
40.67580080,0
40.68379974,1394
40.69580030,0
40.70622921,1335
40.71587992,0
40.72387886,1367
40.73552871,0
40.74580264,1330
40.75518084,0
40.76379991,1317
40.77580047,0
40.78522515,1293
40.79522777,0
40.80379963,1280
40.81515098,0
40.82215428,1217
40.83544254,0
40.84379935,1204
40.85509443,0
40.86574769,1189
40.87580061,0
40.88339901,1193
40.89580059,0
40.90605187,1207
40.91517258,0
40.92317629,1183
40.93580580,0
40.94580197,1133
40.95580029,0
40.96379900,1092
40.97580004,5
40.98530793,1105
40.99580145,11
41.00395989,1108
41.01562071,13
41.02561283,1046
41.03526568,17
41.04379678,1017
41.05591798,16
41.06557584,1019
41.07557011,17
41.08357453,1003
41.09580088,33
41.10387230,985
41.11552858,32
41.12352610,962
41.13552713,46
41.14552498,929
41.15552688,59
41.16352797,973
41.17552853,73
41.18553257,945
41.19552970,80
41.20353127,889
41.21553469,90
41.22553110,906
41.23603773,97
41.24404860,896
41.25605011,100
41.26605368,882
41.27605367,109
41.28405499,871
41.29505420,109
41.30605412,863
41.31605887,115
41.32405734,843
41.33605647,123
41.34605813,842
41.35605764,139
41.36405826,810
41.37605977,150
41.38606000,767
41.39406061,166
41.40606594,763
41.41580176,178
41.42580128,743
41.43379879,189
41.44580126,685
41.45580077,196
41.46580148,674
41.47381043,211
41.48381066,659
41.49581146,224
41.50581288,661
41.51381254,233
41.52581358,671
41.53581500,240
41.54581642,642
41.55381632,256
41.56581783,614
41.57581830,272
41.58381844,624
41.59582090,274
41.60581970,554
41.61582208,298
41.62382126,576
41.63580108,304
41.64580083,511
41.65580058,330
41.66379881,569
41.67480659,336
41.68580604,530
41.69580722,347
41.70380735,496
41.71580815,367
41.72580862,477
41.73581004,363
41.74381018,459
41.75581145,377
41.76581144,465
41.77581263,386
41.78381348,343
41.79581475,410
41.80581498,454
41.81581593,437
41.82381678,449
41.83581829,465
41.84580040,432
41.85587955,490
41.86388564,399
41.87580037,555
41.88580060,353
41.89602423,593
41.90379810,304
41.91580057,627
41.92548537,256
41.93580055,670
41.94379807,213
41.95580029,713
41.96531367,216
41.97530890,731
41.98331261,167
41.99531007,779
42.00531197,151
42.01531243,823
42.02331233,112
42.03531456,884
42.04531384,76
42.05231404,906
42.06531763,48
42.07531786,950
42.08531713,61
42.09331799,976
42.10531831,16
42.11532140,1006
42.12531972,13
42.13379860,1055
42.14579892,0
42.15580082,1045
42.16579890,0
42.17379761,1088
42.18579912,0
42.19580102,1116
42.20579886,0
42.21350193,1147
42.22579861,0
42.23580098,1187
42.24379873,0
42.25580096,1203
42.26579881,0
42.27580094,1235
42.28379774,0
42.29580092,1259
42.30564880,0
42.31546760,1294
42.32579899,0
42.33377385,1291
42.34579873,0
42.35584521,1328
42.36567163,0
42.37379766,1341
42.38579893,0
42.39580059,1337
42.40579915,0
42.41335344,1359
42.42535377,0
42.43535447,1377
42.44535637,0
42.45335579,1434
42.46536064,0
42.47535825,1438
42.48535776,0
42.49336076,1433
42.50535941,0
42.51536298,1437
42.52336049,0
42.53336430,1453
42.54536533,0
42.55536413,1462
42.56536770,0
42.57380795,1441
42.58579874,0
42.59579849,1489
42.60579824,0
42.61380172,1483
42.62579846,0
42.63513470,1520
42.64513469,0
42.65413809,1535
42.66514087,0
42.67613721,1555
42.68513751,0
42.69313884,1535
42.70513916,0
42.71414161,1519
42.72514081,0
42.73314357,1506
42.74514246,0
42.75514317,1566
42.76514649,0
42.77314472,1521
42.78514433,0
42.79614782,1579
42.80579877,0
42.81379747,1607
42.82564807,0
42.83580017,1583
42.84579992,0
42.85364389,1623
42.86579847,0
42.87580061,1660
42.88579845,0
42.89379716,1653
42.90579867,0
42.91594315,1639
42.92579842,0
42.93379712,1632
42.94579816,0
42.95580006,1641
42.96579814,0
42.97379684,1628
42.98509264,0
42.99380016,1578
43.00579810,0
43.01384950,1584
43.02579784,0
43.03580022,1580
43.04579830,0
43.05408764,1581
43.06509089,0
43.07609248,1600
43.08609438,0
43.09361291,1627
43.10512924,0
43.11613464,1635
43.12612700,0
43.13412976,1607
43.14613461,0
43.15612912,1502
43.16613221,0
43.17413092,1482
43.18413186,0
43.19551563,1487
43.20551586,0
43.21367669,1486
43.22579765,0
43.23579979,1450
43.24514532,0
43.25379658,1456
43.26562905,0
43.27534628,1472
43.28579760,0
43.29580021,1504
43.30569839,0
43.31358719,1443
43.32558918,0
43.33579993,1360
43.34563351,0
43.35399604,1410
43.36579299,0
43.37579989,1363
43.38579774,0
43.39379668,1360
43.40584302,0
43.41584754,1331
43.42584395,0
43.43384695,1347
43.44574761,0
43.45518708,1296
43.46319032,0
43.47619033,1305
43.48519206,0
43.49571991,1561
43.50272322,0
43.51528358,1308
43.52528167,0
43.53528285,1227
43.54528332,0
43.55328369,1200
43.56528854,0
43.57528543,1343
43.58528614,0
43.59342194,1330
43.60308099,0
43.61559176,1327
43.62097430,0
43.63326573,1282
43.64592433,0
43.65395570,1297
43.66492677,0
43.66492677,1254
43.68004179,0
43.69585729,1241
43.70214653,2
43.71415067,1232
43.71415067,10
43.73134279,1216
43.74576211,16
43.75278449,1107
43.76373672,17
43.76373672,1173
43.77988338,16
43.77988338,1124
43.79622269,27
43.81310296,1159
43.81310296,43
43.82958341,1105
43.84571004,47
43.84670401,1081
43.86294889,66
43.86294889,1023
43.87950826,85
43.89513636,976
43.89711547,101
43.91404462,986
43.91404462,119
43.93095350,979
43.94554710,133
43.95225859,963
43.96606469,142
43.97429991,954
43.97948313,161
43.97948313,932
43.99900270,175
44.01397991,917
44.01397991,186
44.03123498,899
44.04551291,208
44.04752827,840
44.06312966,225
44.07425165,863
44.08102679,256
44.09551835,794
44.09866858,274
44.11455584,816
44.11455584,295
44.13043594,759
44.13043594,318
44.14714813,705
44.16372800,339
44.16372800,687
44.18371391,368
44.19534659,572
44.19724226,399
44.21370578,652
44.21370578,423
44.23142266,511
44.24530149,448
44.24752116,541
44.26394773,491
44.26394773,505
44.27924871,505
44.29569268,477
44.29569268,528
44.31233263,357
44.31233263,562
44.32902551,453
44.32902551,595
44.34570336,424
44.36277866,631
44.36277866,370
44.37994909,656
44.39524937,334
44.39670634,687
44.41290569,257
44.41795850,720
44.43406844,285
44.44617391,752
44.45317292,225
44.46517467,768
44.47617483,221
44.47851849,771
44.47851849,208
44.49414539,815
44.50977731,177
44.52540636,848
44.52540636,137
44.54103422,875
44.54103422,179
44.55666447,912
44.57229424,103
44.57229424,937
44.59570622,73
44.60570407,983
44.61370301,55
44.62570524,1015
44.63548398,33
44.64548612,1050
44.65196729,0
44.66563272,1098
44.66874051,0
44.68433785,1119
44.69598246,0
44.69801974,1151
44.71362305,0
44.71362305,1169
44.73032022,0
44.74587584,1222
44.74688625,0
44.76349521,1265
44.76600385,0
44.77912116,1261
44.79530621,0
44.79530621,1281
44.81199932,0
44.81199932,1351
44.82873750,0
44.82873750,1390
44.84533334,0
44.86192727,1409
44.86192727,0
44.87851596,1456
44.89525414,0
44.89525414,1479
44.91193032,0
44.91193032,1523
44.92864776,0
44.94427562,1578
44.94543171,0
44.96179914,1585
44.96179914,0
44.97841001,1635
44.99520659,0
44.99520659,1661
45.01174426,0
45.01174426,1702
45.02839279,0
45.04500270,1741
45.04500270,0
45.06171918,1744
45.06171918,0
45.07835364,1779
45.09561181,0
45.10371184,1789
45.11173749,0
45.11173749,1810
45.12828350,0
45.14390850,1812
45.14490986,0
45.16156530,1849
45.16156530,0
45.18270183,1855
45.19493985,0
45.19493985,1870
45.21154690,0
45.21154690,1888
45.22833943,0
45.24512720,1891
45.24512720,0
45.26149964,1906
45.26149964,0
45.27840328,1906
45.29556441,0
45.29556441,1908
45.31183243,0
45.31183243,1935
45.32817173,0
45.34379864,1921
45.34475279,0
45.36138034,1937
45.36138034,0
45.37824655,1956
45.39469624,0
45.39469624,1934
45.41192603,0
45.41192603,1943
45.42870975,0
45.44427037,1936
45.44534302,0
45.46521378,1927
45.46521378,0
45.48379445,1979
45.49586153,0
45.50579762,2000
45.51082802,0
45.51082802,1920
45.52645421,0
45.54208493,1968
45.54208493,0
45.55771232,2006
45.57334232,0
45.57334232,2000
45.58897352,0
45.58897352,2042
45.61579323,0
45.62579370,2009
45.63579655,0
45.64379525,1977
45.65579653,0
45.66579747,1968
45.67579913,0
45.68379903,1966
45.69580150,0
45.70579958,1950
45.71481586,0
45.72381449,2005
45.73581600,0
45.74581695,2003
45.75581741,0
45.76381803,1953
45.77581882,0
45.78582001,1953
45.79582119,0
45.80382037,1984
45.81382132,0
45.82582211,1984
45.83582306,0
45.84382415,1889
45.85582471,0
45.86582565,1855
45.87582612,0
45.88379455,1841
45.89579511,0
45.90480280,1890
45.91579509,0
45.92579722,1855
45.93552566,0
45.94379425,1766
45.95579505,0
45.96579719,1891
45.97579503,0
45.98379397,1806
45.99579525,0
46.00579691,1819
46.01579499,0
46.02379394,1713
46.03579497,0
46.04579711,1728
46.05579495,0
46.06379390,1776
46.07579494,0
46.08579683,1701
46.09379530,0
46.10580230,1717
46.11579490,0
46.12579727,1695
46.13281107,0
46.14583373,1699
46.15579510,0
46.16579747,1676
46.17579508,0
46.18380022,1680
46.19579554,0
46.20611477,1610
46.21561790,0
46.22361875,1580
46.23561954,0
46.24562049,1515
46.25562239,0
46.26362157,1498
46.27562261,0
46.28562355,1466
46.29562402,0
46.30362535,1469
46.31562567,3
46.32562613,1441
46.33562708,2
46.34362721,1495
46.35529304,16
46.36529398,1401
46.37329555,29
46.38379383,1371
46.39579535,35
46.40579677,1357
46.41579533,44
46.42379379,1371
46.43579531,49
46.44581723,1281
46.45579553,50
46.46379352,1255
46.47579503,54
46.48579669,1214
46.49580216,67
46.50379372,1163
46.51579547,74
46.52579641,1184
46.53579545,86
46.54379344,1008
46.55579567,105
46.56579638,1075
46.57579565,112
46.58379340,1053
46.59580040,126
46.60579920,1021
46.61579657,133
46.62379408,1038
46.63579559,134
46.64579558,937
46.65379572,138
46.66579580,871
46.67579556,176
46.68579459,891
46.69379354,192
46.70527291,873
46.71527290,218
46.72527456,741
46.73327541,253
46.74327540,721
46.75527716,304
46.76527786,704
46.77327704,345
46.78527880,612
46.79527950,337
46.80528021,735
46.81328058,351
46.82528210,731
46.83528447,347
46.84528327,711
46.85328412,368
46.86528492,730
46.87579632,389
46.88580203,542
46.89379311,439
46.90579581,493
46.91579533,511
46.92579579,585
46.93379283,541
46.94579530,528
46.95579553,574
46.96525693,489
46.97325492,601
46.98525548,477
46.99525642,641
47.00525689,426
47.01425958,675
47.02525878,398
47.03525972,704
47.04526067,331
47.05326080,734
47.06526208,291
47.07526278,778
47.08526373,260
47.09326267,810
47.10526466,224
47.11526513,850
47.12226605,239
47.13579488,879
47.14579535,147
47.15579534,903
47.16379285,119
47.17579508,929
47.18580222,156
47.19579625,955
47.20379305,112
47.21580315,1005
47.22579503,83
47.23553371,1040
47.24379277,53
47.25579572,1088
47.26579475,23
47.27575159,1121
47.28579450,10
47.29379249,1153
47.30579400,6
47.31579566,1203
47.32579350,0
47.33376336,1230
47.34579349,0
47.35579586,1271
47.36579347,0
47.37379289,1322
47.38579369,0
47.39579654,1366
47.40279770,0
47.41579890,1436
47.42561889,0
47.43379259,1499
47.44579363,0
47.45579553,1490
47.46603680,0
47.47381425,1535
47.48581600,0
47.49381804,1535
47.50581551,0
47.51391840,1523
47.52581048,0
47.53586769,1566
47.54581642,0
47.55379200,1625
47.56625032,0
47.57603455,1594
47.58636355,0
47.59326816,1641
47.59326816,0
47.60890865,1699
47.62493086,0
47.62493086,1759
47.64016390,0
47.65616226,1802
47.65616226,0
47.67403722,1811
47.67627621,0
47.69579577,1859
47.70579386,0
47.71381998,1861
47.72578788,0
47.72681642,1858
47.74245548,0
47.74245548,1856
47.75808501,0
47.77372360,1953
47.77372360,0
47.78983498,1986
47.80539227,0
47.80539227,2039
47.82061362,0
47.82061362,1993
47.83628440,0
47.85187411,2000
47.85187411,0
47.86749768,2011
47.88310838,0
47.88310838,2057
47.89873838,0
47.89873838,2039
47.91436744,0
47.93555021,2033
47.94061422,0
47.94061422,2103
47.96586990,0
47.97532773,2133
47.97532773,0
47.99095392,2133
47.99095392,0
48.00658441,2155
48.02221346,0
48.02221346,2127
48.03784275,0
48.05347419,2190
48.05347419,0
48.06910324,2193
48.08473563,0
48.08473563,2025
48.10036325,0
